ticker,name,environment_score,social_score,governance_score,esg_score,benchmark,esg_gap,true_label,predicted_label,p_safe
ha,Hawaiian Holdings Inc,200,321,200,721,1052.0,-331.0,Risk,Risk,0.01
clsk,CleanSpark Inc,570,326,310,1206,1052.0,154.0,Safe,Safe,1.0
clsd,Clearside Biomedical Inc,215,230,200,645,1052.0,-407.0,Risk,Risk,0.0
haac,Health Assurance Acquisition Corp,200,258,300,758,1052.0,-294.0,Risk,Risk,0.0
hafc,Hanmi Financial Corp,250,207,233,690,1052.0,-362.0,Risk,Risk,0.0
clst,Catalyst Bancorp Inc,260,350,267,877,1052.0,-175.0,Risk,Risk,0.01
clwt,Euro Tech Holdings Company Ltd,230,201,210,641,1052.0,-411.0,Risk,Risk,0.0
clxt,Calyxt Inc,535,322,325,1182,1052.0,130.0,Safe,Safe,1.0
cmbm,Cambium Networks Corp,505,337,300,1142,1052.0,90.0,Safe,Safe,1.0
cmco,Columbus McKinnon Corp,200,323,240,763,1052.0,-289.0,Risk,Risk,0.005
evk,Ever-Glory International Group Inc,200,211,210,621,1052.0,-431.0,Risk,Risk,0.0
clvs,Clovis Oncology Inc,225,212,300,737,1052.0,-315.0,Risk,Risk,0.0
clvr,Clever Leaves Holdings Inc,225,243,205,673,1052.0,-379.0,Risk,Risk,0.0
happ,Happiness Development Group Ltd,225,207,300,732,1052.0,-320.0,Risk,Risk,0.0
hbcp,Home Bancorp Inc,230,202,200,632,1052.0,-420.0,Risk,Risk,0.0
hbio,Harvard Bioscience Inc,250,221,300,771,1052.0,-281.0,Risk,Risk,0.0
hbnc,Horizon Bancorp Inc,255,321,233,809,1052.0,-243.0,Risk,Risk,0.005
hbt,HBT Financial Inc,245,275,300,820,1052.0,-232.0,Risk,Risk,0.015
hcat,Health Catalyst Inc,545,324,320,1189,1052.0,137.0,Safe,Safe,0.995
hcar,Healthcare Services Acquisition Corp,245,205,300,750,1052.0,-302.0,Risk,Risk,0.0
harp,Harpoon Therapeutics Inc,485,300,310,1095,1052.0,43.0,Safe,Safe,1.0
hayn,Haynes International Inc,500,301,300,1101,1052.0,49.0,Safe,Safe,0.995
pnbk,Patriot National Bancorp Inc,205,302,210,717,1052.0,-335.0,Risk,Risk,0.0
hcdi,Harbor Custom Development Inc,222,221,208,651,1052.0,-401.0,Risk,Risk,0.0
hcci,Heritage-Crystal Clean Inc,525,400,300,1225,1052.0,173.0,Safe,Safe,1.0
pnfp,Pinnacle Financial Partners Inc,271,328,250,849,1052.0,-203.0,Risk,Risk,0.025
pnt,POINT Biopharma Global Inc,320,221,285,826,1052.0,-226.0,Risk,Risk,0.0
poai,Predictive Oncology Inc,278,297,220,795,1052.0,-257.0,Risk,Risk,0.0
pola,Polar Power Inc,200,200,200,600,1052.0,-452.0,Risk,Risk,0.0
podd,Insulet Corp,215,233,205,653,1052.0,-399.0,Risk,Risk,0.0
powi,Power Integrations Inc,575,285,305,1165,1052.0,113.0,Safe,Safe,0.86
poww,Ammo Inc,233,224,200,657,1052.0,-395.0,Risk,Risk,0.0
pnrg,Primeenergy Resources Corp,200,200,260,660,1052.0,-392.0,Risk,Risk,0.005
pntg,Pennant Group Inc,245,306,200,751,1052.0,-301.0,Risk,Risk,0.01
ppbi,Pacific Premier Bancorp Inc,565,328,315,1208,1052.0,156.0,Safe,Safe,1.0
ppih,Perma-Pipe International Holdings Inc,500,260,300,1060,1052.0,8.0,Safe,Safe,0.555
ppc,Pilgrims Pride Corp,500,302,220,1022,1052.0,-30.0,Risk,Risk,0.045
praa,PRA Group Inc,473,321,310,1104,1052.0,52.0,Safe,Safe,1.0
ppsi,Pioneer Power Solutions Inc,299,305,315,919,1052.0,-133.0,Risk,Risk,0.02
prax,Praxis Precision Medicines Inc,200,215,215,630,1052.0,-422.0,Risk,Risk,0.0
prct,Procept Biorobotics Corp,200,224,300,724,1052.0,-328.0,Risk,Risk,0.0
prch,Porch Group Inc,225,227,215,667,1052.0,-385.0,Risk,Risk,0.0
pre,Artisan Acquisition Corp,245,203,265,713,1052.0,-339.0,Risk,Risk,0.0
prdo,Perdoceo Education Corp,365,297,250,912,1052.0,-140.0,Risk,Risk,0.01
sisi,Shineco Inc,340,346,305,991,1052.0,-61.0,Risk,Risk,0.04
sitm,SiTime Corp,505,304,300,1109,1052.0,57.0,Safe,Safe,1.0
siri,Sirius XM Holdings Inc,240,302,205,747,1052.0,-305.0,Risk,Risk,0.0
sj,Scienjoy Holding Corp,260,320,240,820,1052.0,-232.0,Risk,Risk,0.025
pow,Powered Brands,235,231,250,716,1052.0,-336.0,Risk,Risk,0.0
powl,Powell Industries Inc,500,240,215,955,1052.0,-97.0,Risk,Risk,0.0
upwk,Upwork Inc,275,264,278,817,1052.0,-235.0,Risk,Risk,0.015
usak,USA Truck Inc,532,311,303,1146,1052.0,94.0,Safe,Safe,1.0
usau,US Gold Corp,400,240,300,940,1052.0,-112.0,Risk,Risk,0.0
usap,Universal Stainless & Alloy Products Inc,238,231,200,669,1052.0,-383.0,Risk,Risk,0.0
useg,US Energy Corp,438,265,315,1018,1052.0,-34.0,Risk,Risk,0.245
usio,Usio Inc,285,245,240,770,1052.0,-282.0,Risk,Risk,0.0
uthr,United Therapeutics Corp,233,259,300,792,1052.0,-260.0,Risk,Risk,0.0
urgn,Urogen Pharma Ltd,210,251,290,751,1052.0,-301.0,Risk,Risk,0.005
urbn,Urban Outfitters Inc,335,300,300,935,1052.0,-117.0,Risk,Risk,0.005
utme,Utime Ltd,217,200,200,617,1052.0,-435.0,Risk,Risk,0.0
utrs,Minerva Surgical Inc,205,201,210,616,1052.0,-436.0,Risk,Risk,0.0
utsi,UTStarcom Holdings Corp,340,310,365,1015,1052.0,-37.0,Risk,Risk,0.105
uxin,Uxin Ltd,203,202,225,630,1052.0,-422.0,Risk,Risk,0.0
uvsp,Univest Financial Corp,331,322,305,958,1052.0,-94.0,Risk,Risk,0.0
cmcm,Cheetah Mobile Inc,205,214,215,634,1052.0,-418.0,Risk,Risk,0.0
cmc,Commercial Metals Co,223,212,200,635,1052.0,-417.0,Risk,Risk,0.0
uslm,United States Lime & Minerals Inc,500,233,300,1033,1052.0,-19.0,Risk,Risk,0.105
utmd,Utah Medical Products Inc,240,236,250,726,1052.0,-326.0,Risk,Risk,0.0
cmp,Compass Minerals International Inc,505,302,320,1127,1052.0,75.0,Safe,Safe,1.0
cnd,Concord Acquisition Corp,205,257,300,762,1052.0,-290.0,Risk,Risk,0.0
cnf,CNFinance Holdings Ltd,200,200,220,620,1052.0,-432.0,Risk,Risk,0.0
cnmd,Conmed Corp,441,300,270,1011,1052.0,-41.0,Risk,Risk,0.17
cnk,Cinemark Holdings Inc,330,300,300,930,1052.0,-122.0,Risk,Risk,0.005
cnne,Cannae Holdings Inc,215,203,203,621,1052.0,-431.0,Risk,Risk,0.0
cno,CNO Financial Group Inc,500,322,315,1137,1052.0,85.0,Safe,Safe,1.0
cna,CNA Financial Corp,540,329,340,1209,1052.0,157.0,Safe,Safe,1.0
cmre,Costamare Inc,242,204,200,646,1052.0,-406.0,Risk,Risk,0.0
gva,Granite Construction Inc,200,200,200,600,1052.0,-452.0,Risk,Risk,0.0
fn,Fabrinet,510,209,210,929,1052.0,-123.0,Risk,Risk,0.005
h,Hyatt Hotels Corp,235,209,205,649,1052.0,-403.0,Risk,Risk,0.0
hasi,Hannon Armstrong Sustainable Infrastructure Capital Inc,646,404,313,1363,1052.0,311.0,Safe,Safe,1.0
hayw,Hayward Holdings Inc,535,305,300,1140,1052.0,88.0,Safe,Safe,1.0
hbb,Hamilton Beach Brands Holding Co,245,272,230,747,1052.0,-305.0,Risk,Risk,0.025
hcc,Warrior Met Coal Inc,215,200,200,615,1052.0,-437.0,Risk,Risk,0.0
hci,Hci Group Inc,205,260,300,765,1052.0,-287.0,Risk,Risk,0.0
he,Hawaiian Electric Industries Inc,585,348,310,1243,1052.0,191.0,Safe,Safe,1.0
gwre,Guidewire Software Inc,549,321,330,1200,1052.0,148.0,Safe,Safe,0.995
hae,Haemonetics Corp,448,303,305,1056,1052.0,4.0,Safe,Safe,0.89
hep,Holly Energy Partners LP,511,225,215,951,1052.0,-101.0,Risk,Risk,0.005
hgv,Hilton Grand Vacations Inc,305,288,250,843,1052.0,-209.0,Risk,Risk,0.0
hi,Hillenbrand Inc,489,349,300,1138,1052.0,86.0,Safe,Safe,0.995
hhc,Howard Hughes Corp,500,300,300,1100,1052.0,48.0,Safe,Safe,1.0
hubs,HubSpot Inc,480,329,320,1129,1052.0,77.0,Safe,Safe,1.0
hesm,Hess Midstream LP,307,257,255,819,1052.0,-233.0,Risk,Risk,0.0
hei,HEICO Corp,225,203,205,633,1052.0,-419.0,Risk,Risk,0.0
